time,voltage,current
0,3.69689,0.0275688
1,3.69715,0.0290656
2,3.69731,0.0279536
3,3.69691,0.0291445
4,3.69683,0.0280525
5,3.69656,0.0274453
6,3.69694,0.0287484
7,3.69681,0.0274609
8,3.69696,0.0277931
9,3.69705,0.027277
10,3.69735,0.0285266
11,3.69668,0.0286609
12,3.69688,0.0286046
13,3.69728,0.0274835
14,3.69672,0.0278634
15,3.69655,0.0287083
16,3.6968,0.0287086
17,3.69741,0.0276055
18,3.69649,0.0288374
19,3.69693,0.0290647
20,3.69681,0.0292378
21,3.69659,0.0280745
22,3.69693,0.0275077
23,3.69657,0.0281194
24,3.69691,0.0270809
25,3.69681,0.0289701
26,3.69677,0.028091
27,3.69679,0.0273676
28,3.69694,0.0273388
29,3.69685,0.0288132
30,3.69688,0.02805
31,3.69733,0.0286795
32,3.69679,0.0275263
33,3.69675,0.0288212
34,3.69643,0.0274899
35,3.69686,0.0285085
36,3.69663,0.0283944
37,3.69719,0.0278481
38,3.69735,0.02841
39,3.69702,0.0285333
40,3.69684,0.0288469
41,3.69679,0.0281069
42,3.6968,0.0275597
43,3.6973,0.0284773
44,3.69664,0.0279601
45,3.6968,0.028221
46,3.69739,0.0597245
47,3.69711,0.0288111
48,3.6969,0.0286306
49,3.69664,0.0283626
50,3.69683,0.0284666
51,3.6969,0.0289564
52,3.69711,0.0291476
53,3.69652,0.0289304
54,3.69653,0.0286214
55,3.69688,0.0279561
56,3.69678,0.0276013
57,3.69677,0.0273688
58,3.69745,0.0278726
59,3.69727,0.0276692
60,3.69665,0.0283874
61,3.69659,0.0277316
62,3.69687,0.0278487
63,3.69663,0.0286529
64,3.69678,0.0288071
65,3.69743,0.0280898
66,3.69692,0.0273568
67,3.69714,0.0269723
68,3.69726,0.027203
69,3.69712,0.0279142
70,3.69685,0.0276312
71,3.69688,0.0287942
72,3.69707,0.0282134
73,3.69664,0.0273605
74,3.69697,0.0598459
75,3.69667,0.0286226
76,3.69712,0.0286704
77,3.69738,0.028815
78,3.69699,0.0284587
79,3.69724,0.0277472
80,3.69676,0.0280653
81,3.69686,0.0278735
82,3.69663,0.0278775
83,3.69693,0.0290396
84,3.69666,0.0285758
85,3.6965,0.0278337
86,3.69667,0.0272525
87,3.69711,0.0288098
