time,voltage,current
2011,3.69616,0.0500408
2012,3.69615,0.0271617
2013,3.69584,0.028418
2014,3.69581,0.0283724
2015,3.69586,0.027541
2016,3.69606,0.0279491
2017,3.69571,0.0281482
2018,3.69592,0.0279607
2019,3.69588,0.0278971
2020,3.69569,0.0276215
2021,3.69597,0.0275627
2022,3.69586,0.0282626
2023,3.69581,0.0285236
2024,3.69574,0.0278035
2025,3.69572,0.0280237
2026,3.69586,0.0280207
2027,3.69582,0.0275089
2028,3.696,0.0278543
2029,3.69581,0.0277729
2030,3.69583,0.0278607
2031,3.69603,0.0277243
2032,3.69612,0.0278423
2033,3.69595,0.0281953
2034,3.69565,0.0281179
2035,3.69575,0.0284116
2036,3.69567,0.0282382
2037,3.69582,0.0285284
2038,3.69577,0.0284685
2039,3.69567,0.0278726
2040,3.69567,0.0278426
2041,3.69606,0.0283171
2042,3.6957,0.0288395
2043,3.69572,0.0281999
2044,3.69577,0.0277759
2045,3.69596,0.0280051
2046,3.69577,0.027957
2047,3.6957,0.0284709
2048,3.69578,0.0278628
2049,3.69584,0.0276395
2050,3.69572,0.0280613
2051,3.69579,0.0279934
2052,3.6958,0.0276291
2053,3.69584,0.0439379
2054,3.69569,0.0285021
2055,3.69575,0.0277741
2056,3.6958,0.0286086
2057,3.69575,0.0281002
2058,3.69569,0.0280326
2059,3.69584,0.0278365
2060,3.69613,0.027589
2061,3.69573,0.0275358
2062,3.69582,0.0275325
2063,3.69583,0.0302522
2064,3.69574,0.028102
2065,3.69574,0.028615
2066,3.69565,0.0291087
2067,3.69587,0.0277325
2068,3.69571,0.0281718
2069,3.69579,0.0279491
2070,3.69573,0.0281039
2071,3.69583,0.0284734
2072,3.69571,0.0277802
2073,3.69566,0.0285095
2074,3.69585,0.0280057
2075,3.69616,0.0286728
2076,3.69607,0.0273339
2077,3.69612,0.0284804
2078,3.69571,0.028456
2079,3.69576,0.0287144
2080,3.69574,0.0274823
2081,3.69573,0.0322836
2082,3.69582,0.0282574
2083,3.69573,0.0284508
2084,3.69572,0.0275906
2085,3.69585,0.0284608
2086,3.69578,0.0280204
2087,3.6961,0.0282403
2088,3.69578,0.0274597
2089,3.69571,0.0275089
2090,3.69583,0.0282794
2091,3.69577,0.0281959
2092,3.69579,0.0282776
2093,3.69569,0.182183
2094,3.69577,0.028385
2095,3.69576,0.027883
2096,3.69619,0.0279531
2097,3.69579,0.02733
2098,3.69599,0.0279133
2099,3.69609,0.0276426
2100,3.69582,0.0277493
2101,3.6961,0.0273434
2102,3.69601,0.0272682
2103,3.69582,0.0273804
2104,3.69612,0.0370127
2105,3.69582,0.0272568
2106,3.69604,0.0276429
2107,3.69571,0.0281862
2108,3.69568,0.0283058
2109,3.69577,0.0282115
2110,3.69574,0.0277533
2111,3.69611,0.0272966
2112,3.69608,0.02811
2113,3.69576,0.0282681
2114,3.69568,0.0282761
2115,3.69582,0.0284036
2116,3.6958,0.0277704
2117,3.69584,0.0271938
2118,3.69585,0.0280035
2119,3.69581,0.0276313
2120,3.69584,0.0278044
2121,3.69605,0.0278806
2122,3.69576,0.0281241
2123,3.69584,0.0281501
2124,3.69576,0.0283575
2125,3.69567,0.0277432
2126,3.69613,0.0282082
2127,3.69574,0.0277711
2128,3.69601,0.027693
2129,3.69577,0.0282883
2130,3.69622,0.0276842
2131,3.69585,0.0271813
2132,3.69573,0.0469987
2133,3.69605,0.0274633
2134,3.69579,0.0280259
2135,3.6958,0.027801
2136,3.696,0.0281167
2137,3.69579,0.027612
2138,3.69583,0.0280396
2139,3.69581,0.0282629
2140,3.69573,0.0277499
2141,3.69609,0.0278561
2142,3.69579,0.0285667
2143,3.69579,0.0285967
2144,3.69575,0.027857
2145,3.69584,0.0271232
2146,3.69568,0.0273492
2147,3.69611,0.027329
2148,3.6958,0.0274061
2149,3.69567,0.0278179
2150,3.6957,0.028403
2151,3.69578,0.0270556
2152,3.69579,0.0275043
2153,3.69573,0.028396
2154,3.69572,0.0281776
2155,3.69579,0.0272024
2156,3.69609,0.0271155
2157,3.69618,0.0271483
2158,3.69615,0.0277264
2159,3.69585,0.0279751
2160,3.69597,0.0272884
2161,3.69583,0.0282486
2162,3.69584,0.0283263
2163,3.69604,0.0284058
2164,3.69578,0.0279754
2165,3.69607,0.0271733
2166,3.69572,0.0273957
2167,3.69611,0.0284211
2168,3.69586,0.0274395
2169,3.69581,0.028251
2170,3.69593,0.0283308
