key,ts,value
battery_level,1453224143.777,100 #leave
battery_level,1453227977.321,100
battery_level,1453229930.297,96
battery_level,1453232808.197,91
battery_level,1453242976.720,73
battery_level,1453247620.197,65
battery_level,1453250166.338,62
battery_level,1453251857.780,60
battery_level,1453253738.573,57
battery_level,1453256398.568,50
battery_level,1453259842.858,43
battery_level,1453262725.175,38
battery_level,1453267882.757,30
