key,ts,value
battery_level,1449240600.00,100
battery_level,1449242313.01,99
battery_level,1449244178.49,99
battery_level,1449247696.89,98
battery_level,1449249250.98,97
battery_level,1449251254.60,97
battery_level,1449253274.84,96
battery_level,1449255500.71,96
battery_level,1449257610.87,96
battery_level,1449258865.50,95
battery_level,1449258865.50,95
battery_level,1449261941.87,95
battery_level,1449264123.26,94
battery_level,1449267337.64,94
battery_level,1449269530.46,93
battery_level,1449272210.92,93
battery_level,1449274461.07,92
battery_level,1449276514.19,92
battery_level,1449278994.98,91
battery_level,1449280888.37,90
battery_level,1449282804.54,89
battery_level,1449284303.75,88
battery_level,1449286741.29,87
battery_level,1449327802.21,82
